julian-date,time,view,cloud,degree,icetype,depth,texture,icelayer,debris,color,broadband-alb,visible-alb,infrared-alb,band1-alb,band2-alb,band3-alb,band4-alb,band5-alb,band6-alb,thickness,pond-num
158,1952,B1,SC,5,2,0.33,0,0,1,6,0.32,0.56,0.08,0.69,0.67,0.39,0.11,0.1,0.09,0,207
158,1953,B1,SC,5,2,0.42,1,0,1,9,0.24,0.42,0.07,0.53,0.51,0.29,0.07,0.08,0.09,0,208
158,1955,B1,SC,5,2,0.4,0,0,1,6,0.25,0.44,0.07,0.55,0.53,0.3,0.07,0.08,0.09,0,209
158,1955,B1,SC,5,2,0.37,0,0,1,9,0.28,0.49,0.07,0.62,0.6,0.34,0.08,0.09,0.09,0,210
162,1058,B5,SC,4,1,0.18,1,0,0,6,0.18,0.29,0.06,0.35,0.33,0.18,0.05,0.08,0.1,0,211
162,1058,B5,SC,4,1,0.19,1,0,0,6,0.17,0.27,0.06,0.33,0.31,0.17,0.05,0.08,0.1,0,212
162,1059,B5,SC,4,1,0.18,1,0,0,6,0.19,0.29,0.08,0.35,0.34,0.19,0.06,0.09,0.12,0,213
162,1146,B5,ST,4,2,0.12,0,0,0,9,0.23,0.39,0.08,0.47,0.46,0.26,0.08,0.1,0.11,0,214
162,1148,B5,ST,4,2,0.14,0,0,0,9,0.27,0.44,0.1,0.52,0.51,0.3,0.1,0.12,0.14,0,215
162,1150,B5,ST,4,2,0.24,0,0,1,9,0.21,0.33,0.09,0.4,0.39,0.23,0.06,0.11,0.15,0,216
162,1152,B5,ST,4,2,0.27,0,0,1,9,0.22,0.35,0.09,0.43,0.42,0.23,0.06,0.11,0.16,0,217
162,1449,B1,CL,1,3,0.25,1,0,0,3,0.19,0.35,0.02,0.43,0.42,0.26,0.05,0.02,0,0,218
162,1450,B1,CL,1,3,0.32,1,0,0,3,0.21,0.4,0.02,0.49,0.48,0.3,0.06,0.03,0,0,219
162,1451,B1,CL,1,3,0.32,1,0,0,3,0.2,0.38,0.02,0.47,0.45,0.27,0.04,0.02,0,0,220
162,1453,B1,CL,1,3,0.35,1,0,0,3,0.16,0.3,0.01,0.37,0.36,0.22,0.04,0.02,0,0,221
162,1454,B1,CL,1,3,0.41,1,0,0,3,0.17,0.32,0.02,0.39,0.38,0.24,0.04,0.02,0,0,222
162,1455,B1,CL,1,3,0.34,1,1,0,3,0.24,0.37,0.11,0.42,0.41,0.3,0.18,0.11,0.04,4.5,223
162,1459,B1,CL,1,3,0.34,1,0,0,3,0.12,0.22,0.01,0.28,0.27,0.14,0.02,0.01,0,0,224
162,1506,B1,CL,1,3,0.28,1,0,0,5,0.09,0.17,0.01,0.22,0.21,0.14,0.03,0.01,0,0,225
163,1059,B1,SC,4,3,0.36,1,0,0,9,0.2,0.35,0.04,0.45,0.43,0.28,0.07,0.05,0.02,0,226
163,1100,B1,SC,4,3,0.39,1,0,0,9,0.19,0.34,0.04,0.44,0.43,0.28,0.07,0.05,0.02,0,227
163,1101,B1,SC,4,3,0.44,1,0,0,8,0.19,0.35,0.03,0.45,0.44,0.26,0.05,0.04,0.02,0,228
163,1103,B1,SC,4,3,0.51,1,0,0,8,0.19,0.35,0.03,0.45,0.44,0.24,0.05,0.03,0.02,0,229
163,1105,B1,SC,4,3,0.36,1,0,0,9,0.18,0.34,0.03,0.43,0.42,0.25,0.05,0.03,0.01,0,230
163,1107,B1,SC,4,3,0.5,1,0,0,9,0.17,0.32,0.03,0.41,0.4,0.21,0.04,0.03,0.02,0,231
163,1108,B1,SC,4,3,0.69,1,0,1,9,0.17,0.31,0.03,0.41,0.4,0.21,0.04,0.03,0.02,0,232
163,1110,B1,SC,4,3,0.36,1,0,0,11,0.17,0.3,0.03,0.39,0.38,0.24,0.06,0.03,0.01,0,233
163,1114,B1,SC,4,3,0.45,1,0,0,9,0.17,0.32,0.02,0.42,0.4,0.23,0.04,0.03,0.01,0,234
163,1115,B1,SC,5,3,0.57,1,0,1,11,0.16,0.29,0.02,0.38,0.37,0.2,0.04,0.03,0.01,0,235
163,1129,B1,SC,4,3,0.22,1,0,0,6,0.22,0.41,0.03,0.5,0.48,0.27,0.06,0.03,0,0,236
163,1133,B1,SC,4,3,0.28,1,0,0,15,0.09,0.16,0.02,0.19,0.19,0.12,0.03,0.02,0,0,237
163,1134,B1,SC,4,3,0.27,1,0,0,15,0.09,0.17,0.01,0.2,0.2,0.12,0.03,0.02,0,0,238
164,1444,B1,SC,3,3,0.14,1,0,0,4,0.1,0.17,0.02,0.19,0.19,0.12,0.03,0.03,0.02,0,239
164,1445,B1,SC,3,3,0.18,1,0,0,4,0.1,0.17,0.02,0.2,0.2,0.12,0.03,0.03,0.02,0,240
164,1446,B1,SC,3,3,0.22,1,0,0,2,0.13,0.23,0.03,0.26,0.26,0.16,0.04,0.03,0.02,0,241
164,1146,B1,SC,3,3,0.17,1,0,0,2,0.11,0.2,0.03,0.22,0.22,0.14,0.04,0.03,0.02,0,242
164,1147,B1,SC,3,3,0.17,1,0,0,4,0.08,0.13,0.02,0.16,0.15,0.09,0.03,0.02,0.02,0,243
164,1147,B1,SC,3,3,0.15,1,1,0,4,0.08,0.13,0.02,0.16,0.15,0.09,0.03,0.02,0.02,0.6,244
164,1448,B1,SC,3,3,0.14,1,1,0,4,0.08,0.15,0.02,0.18,0.17,0.1,0.03,0.02,0.02,0.6,245
164,1449,B1,SC,3,3,0.29,1,1,0,15,0.27,0.49,0.05,0.6,0.59,0.34,0.09,0.06,0.02,0.3,246
164,1450,B1,SC,3,3,0.14,1,0,0,15,0.28,0.51,0.05,0.62,0.6,0.37,0.1,0.06,0.02,0,247
164,1451,B1,SC,3,3,0.23,1,0,0,3,0.14,0.26,0.03,0.31,0.3,0.19,0.05,0.04,0.02,0,248
164,1452,B1,SC,3,3,0.19,1,0,0,3,0.1,0.17,0.03,0.2,0.2,0.13,0.04,0.03,0.02,0,249
164,1452,B1,SC,3,3,0.15,1,1,0,4,0.08,0.14,0.02,0.16,0.15,0.1,0.03,0.02,0.01,0.7,250
164,1455,B1,SC,3,3,0.22,1,0,0,4,0.15,0.26,0.03,0.3,0.29,0.22,0.07,0.04,0.01,0,251
164,1456,B1,SC,3,3,0.33,1,0,0,2,0.1,0.18,0.02,0.21,0.21,0.13,0.04,0.02,0.01,0,252
164,1457,B1,SC,3,3,0.36,1,0,0,3,0.25,0.45,0.04,0.55,0.53,0.35,0.08,0.05,0.01,0,253
164,1458,B1,SC,3,3,0.26,1,0,0,2,0.19,0.35,0.03,0.44,0.42,0.27,0.06,0.03,0.01,0,254
164,1458,B1,SC,3,3,0.41,1,0,0,15,0.18,0.34,0.03,0.42,0.41,0.25,0.06,0.03,0.01,0,255
164,1500,B1,SC,3,3,0.14,1,0,0,15,0.05,0.09,0.01,0.1,0.1,0.07,0.03,0.02,0,0,256
164,1503,B1,SC,3,3,0.19,1,0,0,2,0.13,0.24,0.03,0.28,0.27,0.19,0.06,0.03,0.01,0,257
164,1504,B1,SC,3,3,0.14,1,0,0,15,0.06,0.1,0.01,0.12,0.11,0.07,0.02,0.01,0,0,258
164,1507,B1,SC,3,3,0.2,1,0,0,4,0.1,0.19,0.02,0.22,0.21,0.15,0.05,0.03,0,0,259
164,1507,B1,SC,3,3,0.25,1,0,0,4,0.1,0.18,0.02,0.21,0.2,0.15,0.04,0.02,0,0,260
165,954,B1,SC,3,2,0.13,1,0,0,9,0.18,0.33,0.03,0.4,0.39,0.26,0.08,0.04,0.01,0,261
165,958,B1,SC,3,2,0.28,1,0,0,9,0.12,0.22,0.01,0.27,0.25,0.14,0.02,0.02,0.01,0,262
165,959,B1,SC,3,2,0.28,1,0,0,9,0.14,0.26,0.01,0.32,0.31,0.16,0.03,0.02,0,0,263
165,1001,B1,SC,3,2,0.64,1,0,0,3,0.07,0.14,0.01,0.18,0.16,0.08,0.01,0.01,0,0,264
165,1004,B1,SC,3,2,0.27,1,0,0,9,0.16,0.3,0.02,0.37,0.36,0.2,0.04,0.02,0.01,0,265
165,1010,B1,SC,3,2,0.24,0,0,0,10,0.18,0.34,0.02,0.42,0.41,0.21,0.04,0.02,0.01,0,266
165,1012,B1,SC,3,2,0.23,0,0,0,10,0.17,0.31,0.02,0.38,0.37,0.19,0.03,0.02,0.01,0,267
165,1014,B1,SC,3,2,0.23,0,0,0,10,0.19,0.35,0.02,0.41,0.4,0.23,0.05,0.03,0.01,0,268
165,1015,B1,SC,3,2,0.21,1,0,0,10,0.16,0.3,0.02,0.36,0.35,0.2,0.04,0.03,0.01,0,269
165,1020,B1,SC,1,2,0.23,0,0,0,10,0.17,0.33,0.01,0.42,0.41,0.19,0.02,0.01,0,0,270
165,1022,B1,SC,2,2,0.23,0,0,0,10,0.15,0.3,0.01,0.37,0.36,0.18,0.02,0.01,0,0,271
165,1023,B1,SC,2,2,0.27,0,0,0,10,0.13,0.25,0.01,0.3,0.29,0.15,0.03,0.01,0,0,272
165,1024,B1,SC,2,2,0.28,0,0,0,10,0.16,0.31,0.01,0.37,0.36,0.19,0.03,0.02,0,0,273
165,1025,B1,SC,2,2,0.27,0,0,0,10,0.14,0.27,0.01,0.32,0.32,0.17,0.02,0.01,0,0,274
165,1026,B1,SC,2,2,0.3,1,0,0,9,0.13,0.25,0.01,0.3,0.29,0.14,0.02,0.01,0,0,275
165,1027,B1,SC,2,2,0.24,1,0,0,10,0.18,0.33,0.02,0.39,0.39,0.22,0.04,0.02,0,0,276
165,1029,B1,SC,2,2,0.29,1,0,1,9,0.14,0.28,0.01,0.35,0.33,0.16,0.02,0.01,0,0,277
165,1030,B1,SC,2,2,0.26,0,0,0,10,0.16,0.3,0.01,0.36,0.36,0.18,0.03,0.01,0,0,278
165,1032,B1,SC,2,2,0.26,1,0,0,10,0.19,0.36,0.01,0.43,0.42,0.23,0.04,0.02,0,0,279
165,1041,B1,SC,1,2,0.27,1,0,1,2,0.18,0.34,0.01,0.42,0.41,0.2,0.03,0.02,0,0,280
165,1042,B1,CL,1,2,0.25,0,0,0,4,0.21,0.4,0.02,0.49,0.48,0.25,0.04,0.02,0,0,281
165,1043,B1,CL,1,2,0.25,0,0,0,4,0.19,0.36,0.01,0.45,0.44,0.23,0.04,0.02,0,0,282
165,1044,B1,CL,1,2,0.27,1,0,1,9,0.18,0.34,0.01,0.44,0.42,0.22,0.03,0.02,0,0,283
165,1045,B1,CL,1,2,0.26,0,0,0,9,0.17,0.33,0.01,0.42,0.41,0.19,0.02,0.01,0,0,284
165,1045,B1,CL,1,2,0.23,0,0,0,9,0.19,0.36,0.01,0.44,0.44,0.21,0.03,0.01,0,0,285
165,1046,B1,CL,1,2,0.2,0,0,0,9,0.19,0.37,0.01,0.46,0.44,0.21,0.03,0.02,0,0,286
165,1048,B1,CL,1,2,0.25,0,0,0,9,0.2,0.39,0.01,0.47,0.46,0.25,0.04,0.02,0,0,287
165,1051,B1,CL,1,2,0.24,1,0,0,11,0.19,0.36,0.01,0.46,0.45,0.24,0.04,0.02,0,0,288
165,1052,B1,CL,1,2,0.28,1,0,0,11,0.16,0.3,0.01,0.38,0.37,0.2,0.03,0.02,0,0,289
165,1105,B1,CL,1,2,0.48,0,0,0,2,0.21,0.41,0.01,0.49,0.49,0.26,0.04,0.02,0,0,290
165,1106,B1,CL,1,2,0.54,0,0,1,5,0.2,0.38,0.01,0.47,0.46,0.22,0.02,0.01,0,0,291
165,1108,B1,CL,1,2,0.53,0,0,1,3,0.19,0.38,0.01,0.47,0.45,0.21,0.02,0.01,0,0,292
165,1109,B1,CL,1,2,0.55,0,0,0,3,0.2,0.39,0.01,0.51,0.47,0.21,0.02,0.01,0,0,293
165,1111,B1,CL,1,2,0.62,0,0,0,3,0.23,0.46,0.01,0.56,0.54,0.27,0.03,0.02,0,0,294
165,1112,B1,CL,1,2,0.63,0,0,0,3,0.23,0.44,0.01,0.56,0.52,0.24,0.03,0.01,0,0,295
165,1112,B1,CL,1,2,0.63,0,0,0,3,0.21,0.41,0.01,0.54,0.48,0.2,0.02,0.01,0,0,296
165,1113,B1,CL,1,2,0.64,0,0,0,3,0.21,0.42,0.01,0.55,0.49,0.21,0.02,0.01,0,0,297
165,1114,B1,CL,1,2,0.61,0,0,0,3,0.21,0.4,0.01,0.53,0.48,0.21,0.02,0.01,0,0,298
165,1115,B1,CL,1,2,0.61,0,0,0,2,0.21,0.41,0.01,0.52,0.48,0.22,0.02,0.01,0,0,299
165,1116,B1,CL,1,2,0.6,0,0,0,3,0.2,0.4,0.01,0.51,0.47,0.21,0.02,0.01,0,0,300
165,1117,B1,CL,1,2,0.6,0,0,1,3,0.2,0.4,0.01,0.51,0.47,0.21,0.02,0.01,0,0,301
165,1118,B1,CL,1,2,0.59,0,0,1,3,0.2,0.4,0.01,0.51,0.48,0.22,0.02,0.01,0,0,302
165,1127,B1,CL,1,2,0.32,0,0,1,3,0.17,0.34,0.01,0.42,0.4,0.19,0.03,0.01,0,0,303
165,1128,B1,CL,1,2,0.32,0,0,0,4,0.18,0.36,0.01,0.47,0.43,0.18,0.02,0.01,0,0,304
165,1129,B1,CL,1,2,0.3,0,0,0,4,0.19,0.38,0.01,0.5,0.45,0.19,0.02,0.01,0,0,305
165,1129,B1,CL,1,2,0.31,0,0,0,4,0.17,0.33,0.01,0.44,0.4,0.17,0.02,0.01,0,0,306
165,1130,B1,CL,1,2,0.31,1,0,0,3,0.22,0.42,0.02,0.53,0.49,0.24,0.04,0.02,0,0,307
165,1131,B1,CL,1,2,0.2,1,1,0,3,0.22,0.43,0.02,0.54,0.5,0.25,0.04,0.02,0,0.2,308
165,1135,B1,CL,1,2,0.18,1,0,0,3,0.21,0.4,0.02,0.49,0.47,0.24,0.04,0.02,0,0,309
165,1136,B1,CL,1,2,0.22,1,0,0,3,0.19,0.37,0.01,0.45,0.43,0.22,0.04,0.02,0,0,310
168,908,B1,SC,3,2,0.18,1,0,0,10,0.16,0.31,0.02,0.39,0.37,0.21,0.04,0.02,0.01,0,311
168,909,B1,SC,3,2,0.17,1,0,0,11,0.15,0.28,0.02,0.36,0.35,0.19,0.04,0.02,0.01,0,312
168,911,B1,SC,3,2,0.16,1,0,0,6,0.19,0.35,0.02,0.43,0.42,0.21,0.04,0.02,0.01,0,313
168,912,B1,SC,3,2,0.15,1,0,0,6,0.22,0.41,0.03,0.52,0.49,0.24,0.05,0.03,0.01,0,314
168,918,B1,SC,3,2,0.2,0,0,0,6,0.17,0.31,0.03,0.36,0.36,0.22,0.05,0.03,0.01,0,315
168,919,B1,SC,3,2,0.19,0,0,0,6,0.17,0.31,0.03,0.37,0.36,0.21,0.05,0.03,0.01,0,316
168,920,B1,SC,3,2,0.32,1,0,0,9,0.15,0.28,0.02,0.36,0.35,0.18,0.03,0.02,0.01,0,317
168,922,B1,SC,3,2,0.13,0,0,1,6,0.18,0.33,0.03,0.39,0.38,0.21,0.05,0.04,0.02,0,318
168,924,B1,SC,3,2,0.12,1,0,0,6,0.16,0.3,0.03,0.36,0.35,0.19,0.05,0.03,0.02,0,319
168,925,B1,SC,3,2,0.14,1,0,1,4,0.19,0.33,0.04,0.39,0.38,0.25,0.07,0.05,0.02,0,320
168,927,B1,SC,3,2,0.14,1,0,0,6,0.18,0.34,0.03,0.42,0.39,0.21,0.05,0.03,0.02,0,321
168,929,B1,SC,3,2,0.2,1,0,0,6,0.19,0.35,0.03,0.42,0.41,0.23,0.05,0.03,0.02,0,322
168,930,B1,SC,3,2,0.13,0,0,1,6,0.17,0.32,0.03,0.38,0.37,0.2,0.05,0.04,0.02,0,323
168,932,B1,SC,3,2,0.18,1,0,0,6,0.21,0.39,0.03,0.47,0.46,0.24,0.05,0.04,0.02,0,324
168,935,B1,SC,3,2,0.17,0,0,1,6,0.25,0.45,0.05,0.54,0.52,0.32,0.1,0.06,0.03,0,325
168,937,B1,SC,3,2,0.42,1,0,1,2,0.21,0.38,0.03,0.49,0.47,0.23,0.04,0.03,0.03,0,326
168,939,B1,SC,3,2,0.26,1,0,0,6,0.22,0.4,0.04,0.49,0.47,0.23,0.05,0.04,0.04,0,327
168,941,B1,SC,3,2,0.3,1,0,0,6,0.23,0.42,0.03,0.51,0.5,0.26,0.05,0.04,0.03,0,328
168,945,B1,SC,3,2,0.2,1,0,0,6,0.23,0.42,0.03,0.52,0.5,0.25,0.05,0.04,0.03,0,329
168,946,B1,SC,3,2,0.18,1,0,0,9,0.19,0.34,0.03,0.44,0.42,0.23,0.05,0.04,0.03,0,330
168,947,B1,SC,3,2,0.16,1,0,0,9,0.19,0.34,0.03,0.43,0.42,0.23,0.05,0.04,0.03,0,331
168,950,B1,SC,3,2,0.19,1,0,0,6,0.21,0.39,0.03,0.48,0.47,0.22,0.04,0.04,0.04,0,332
168,952,B1,SC,3,2,0.32,0,0,1,6,0.16,0.28,0.03,0.35,0.34,0.18,0.04,0.04,0.03,0,333
168,952,B1,SC,3,2,0.36,0,0,1,6,0.14,0.26,0.03,0.31,0.31,0.16,0.04,0.03,0.03,0,334
168,955,B1,SC,3,2,0.22,1,0,0,9,0.18,0.33,0.03,0.43,0.42,0.2,0.03,0.03,0.03,0,335
168,956,B1,SC,3,2,0.25,1,0,0,9,0.18,0.32,0.03,0.41,0.4,0.19,0.03,0.03,0.03,0,336
168,957,B1,SC,2,2,0.29,1,0,0,5,0.23,0.43,0.03,0.55,0.53,0.25,0.04,0.04,0.03,0,337
168,959,B1,SC,3,2,0.3,1,0,0,5,0.2,0.36,0.03,0.45,0.43,0.25,0.05,0.04,0.03,0,338
168,1000,B1,SC,3,2,0.27,1,0,0,9,0.22,0.39,0.04,0.47,0.46,0.27,0.06,0.05,0.03,0,339
168,1003,B1,SC,3,2,0.17,1,0,0,11,0.17,0.32,0.03,0.4,0.38,0.21,0.04,0.04,0.03,0,340
168,1004,B1,SC,3,2,0.09,1,0,0,6,0.21,0.38,0.04,0.45,0.45,0.25,0.06,0.05,0.03,0,341
168,1005,B1,SC,3,2,0.11,1,0,0,6,0.22,0.39,0.04,0.46,0.45,0.27,0.07,0.05,0.03,0,342
168,1007,B1,SC,3,2,0.17,1,0,0,6,0.19,0.36,0.03,0.47,0.41,0.2,0.04,0.04,0.03,0,343
168,1010,B1,SC,3,2,0.17,1,0,0,6,0.22,0.4,0.03,0.48,0.47,0.25,0.06,0.04,0.02,0,344
168,1012,B1,SC,3,2,0.13,1,0,0,6,0.25,0.46,0.03,0.57,0.56,0.28,0.05,0.04,0.03,0,345
168,1448,B1,CC,3,3,0.21,1,0,0,15,0.06,0.12,0.01,0.14,0.14,0.08,0.01,0.01,0,0,346
168,1450,B1,CC,3,3,0.16,1,0,0,15,0.06,0.11,0,0.13,0.13,0.07,0.01,0.01,0,0,347
168,1452,B1,CC,3,3,0.2,1,0,0,15,0.07,0.13,0.01,0.15,0.15,0.08,0.01,0.01,0,0,348
168,1453,B1,CC,3,3,0.21,1,0,0,15,0.1,0.19,0.01,0.24,0.23,0.13,0.02,0.01,0,0,349
168,1454,B1,CC,3,3,0.26,1,0,0,15,0.08,0.16,0.01,0.19,0.19,0.11,0.02,0.01,0,0,350
168,1455,B1,CC,3,3,0.22,1,0,0,15,0.09,0.18,0.01,0.21,0.2,0.13,0.03,0.01,0,0,351
168,1456,B1,CC,3,3,0.19,1,0,0,15,0.06,0.12,0.01,0.14,0.14,0.09,0.02,0.01,0,0,352
168,1502,B1,CC,2,3,0.28,1,0,0,15,0.03,0.05,0,0.06,0.06,0.03,0,0,0,0,353
168,1504,B1,CC,2,3,0.24,1,0,0,15,0.04,0.07,0,0.08,0.08,0.04,0.01,0.01,0,0,354
168,1506,B1,CC,2,3,0.38,1,0,0,15,0.03,0.06,0,0.07,0.07,0.04,0.01,0,0,0,355
168,1512,B1,CC,2,3,0.19,1,0,0,15,0.06,0.11,0.01,0.14,0.12,0.06,0.01,0.01,0.01,0,356
168,1513,B1,CC,2,3,0.16,1,0,0,3,0.19,0.36,0.02,0.43,0.4,0.26,0.06,0.03,0.01,0,357
168,1514,B1,CC,2,3,0.18,1,0,0,3,0.1,0.18,0.01,0.22,0.19,0.12,0.03,0.02,0.01,0,358
168,1515,B1,CC,2,3,0.25,1,0,0,15,0.04,0.07,0,0.09,0.08,0.04,0.01,0.01,0,0,359
168,1517,B1,CC,2,3,0.24,1,0,0,15,0.04,0.08,0.01,0.1,0.09,0.05,0.01,0.01,0.01,0,360
168,1549,B1,CL,1,3,0.29,1,0,0,6,0.17,0.32,0.02,0.4,0.38,0.2,0.03,0.02,0.01,0,361
168,1550,B1,CL,1,3,0.24,1,0,0,6,0.18,0.34,0.02,0.41,0.4,0.22,0.04,0.02,0.01,0,362
168,1552,B1,CL,1,3,0.3,1,0,0,6,0.16,0.31,0.01,0.38,0.36,0.19,0.03,0.02,0.01,0,363
168,1553,B1,CL,1,3,0.29,1,0,0,6,0.17,0.34,0.01,0.43,0.4,0.18,0.02,0.02,0.01,0,364
168,1555,B1,CL,1,3,0.32,1,0,0,6,0.17,0.31,0.02,0.37,0.37,0.2,0.03,0.02,0.01,0,365
168,1557,B1,CL,1,3,0.21,0,0,1,2,0.22,0.4,0.04,0.47,0.46,0.3,0.08,0.05,0.01,0,366
168,1558,B1,CL,1,3,0.35,1,0,0,5,0.14,0.28,0.01,0.33,0.33,0.17,0.02,0.02,0.01,0,367
168,1601,B1,CL,1,3,0.2,1,0,0,5,0.15,0.29,0.02,0.36,0.33,0.18,0.03,0.02,0.01,0,368
168,1602,B1,CL,1,3,0.2,1,0,0,4,0.08,0.15,0.01,0.18,0.17,0.09,0.02,0.01,0.01,0,369
168,1604,B1,CL,1,3,0.28,1,0,0,5,0.14,0.26,0.01,0.31,0.3,0.18,0.03,0.02,0.01,0,370
168,1606,B1,CL,1,3,0.13,0,0,0,3,0.23,0.41,0.04,0.48,0.47,0.3,0.09,0.05,0.01,0,371
168,1612,B1,CL,1,3,0.36,1,0,1,9,0.17,0.33,0.02,0.41,0.4,0.21,0.04,0.02,0.01,0,372
168,1614,B1,CL,1,3,0.43,1,0,1,9,0.2,0.39,0.02,0.5,0.48,0.26,0.04,0.02,0.01,0,373
168,1615,B1,CL,1,3,0.6,1,0,1,9,0.18,0.35,0.02,0.44,0.43,0.23,0.03,0.02,0.01,0,374
168,1618,B1,CL,1,3,0.32,1,0,1,9,0.15,0.28,0.02,0.36,0.35,0.19,0.03,0.02,0.01,0,375
168,1620,B1,CL,1,3,0.39,1,0,1,9,0.14,0.27,0.02,0.34,0.33,0.18,0.03,0.02,0.02,0,376
168,1621,B1,CL,1,3,0.6,1,0,1,9,0.16,0.3,0.02,0.39,0.38,0.19,0.02,0.02,0.02,0,377
168,1623,B1,CL,1,3,0.66,1,0,1,9,0.14,0.27,0.02,0.37,0.36,0.17,0.02,0.02,0.02,0,378
168,1623,B1,CL,1,3,0.62,1,0,1,9,0.16,0.29,0.02,0.38,0.37,0.19,0.02,0.02,0.03,0,379
168,1626,B1,CL,1,3,0.77,1,0,1,3,0.14,0.26,0.02,0.34,0.33,0.16,0.02,0.02,0.02,0,380
168,1628,B1,CL,1,3,0.5,1,0,1,5,0.16,0.3,0.02,0.38,0.37,0.19,0.03,0.02,0.02,0,381
168,1628,B1,CL,1,3,0.59,1,0,1,9,0.16,0.3,0.02,0.39,0.37,0.2,0.03,0.03,0.02,0,382
168,1629,B1,CL,1,3,0.61,1,0,1,9,0.16,0.3,0.02,0.39,0.38,0.2,0.03,0.02,0.02,0,383
173,1155,B1,SC,3,1,0.2,1,0,0,15,0.12,0.22,0.02,0.28,0.26,0.13,0.03,0.03,0.02,0,384
173,1157,B1,SC,3,1,0.12,1,0,0,15,0.13,0.25,0.02,0.31,0.29,0.14,0.03,0.02,0.02,0,385
173,1159,B1,SC,3,1,0.1,1,0,0,16,0.2,0.36,0.04,0.42,0.4,0.25,0.09,0.05,0.02,0,386
173,1203,B1,SC,4,1,0.11,1,0,0,15,0.11,0.19,0.02,0.24,0.23,0.12,0.03,0.02,0.01,0,387
173,1204,B1,SC,4,1,0.12,1,0,0,16,0.17,0.3,0.04,0.34,0.34,0.22,0.07,0.04,0.02,0,388
173,1206,B1,SC,4,1,0.27,1,0,0,16,0.09,0.15,0.02,0.19,0.18,0.1,0.03,0.02,0.01,0,389
173,1208,B1,SC,4,1,0.25,1,0,0,16,0.09,0.15,0.02,0.19,0.18,0.1,0.03,0.02,0.01,0,390
173,1209,B1,SC,3,1,0.24,1,0,0,16,0.1,0.17,0.02,0.21,0.2,0.12,0.04,0.03,0.02,0,391
173,1210,B1,SC,3,1,0.14,1,0,0,16,0.12,0.21,0.02,0.25,0.25,0.13,0.03,0.02,0.01,0,392
173,1225,B1,SC,4,1,0.14,1,0,0,15,0.11,0.21,0.02,0.26,0.24,0.12,0.03,0.02,0,0,393
173,1227,B1,SC,4,1,0.16,1,0,0,15,0.11,0.2,0.02,0.25,0.24,0.12,0.04,0.02,0,0,394
173,1229,B1,SC,4,1,0.21,1,0,0,16,0.14,0.27,0.02,0.31,0.3,0.18,0.05,0.02,0,0,395
173,1230,B1,SC,4,1,0.09,1,0,0,15,0.1,0.18,0.01,0.23,0.21,0.11,0.03,0.02,0,0,396
173,1232,B1,SC,5,1,0.06,1,0,0,15,0.11,0.21,0.02,0.26,0.24,0.13,0.04,0.02,0,0,397
173,1233,B1,SC,4,1,0.09,1,0,0,15,0.11,0.19,0.02,0.24,0.23,0.12,0.03,0.02,0,0,398
173,1234,B1,SC,4,1,0.13,1,0,0,16,0.11,0.2,0.02,0.24,0.23,0.12,0.04,0.02,0.01,0,399
173,1236,B1,SC,4,1,0.18,1,0,0,16,0.09,0.17,0.02,0.2,0.2,0.1,0.03,0.02,0,0,400
173,1237,B1,SC,4,1,0.19,1,0,0,15,0.22,0.41,0.04,0.47,0.46,0.29,0.09,0.04,0,0,401
173,1239,B1,SC,4,1,0.26,1,0,0,16,0.21,0.38,0.03,0.44,0.44,0.26,0.06,0.03,0,0,402
173,1240,B1,SC,4,1,0.12,1,1,0,16,0.33,0.5,0.17,0.56,0.54,0.42,0.26,0.16,0.06,3,403
173,1243,B1,SC,4,1,0.21,1,0,0,17,0.08,0.15,0.02,0.17,0.17,0.1,0.03,0.02,0,0,404
173,1244,B1,SC,4,1,0.28,1,0,0,17,0.09,0.16,0.02,0.19,0.19,0.11,0.03,0.02,0,0,405
173,1246,B1,SC,5,1,0.21,1,0,0,16,0.17,0.3,0.03,0.34,0.34,0.22,0.07,0.04,0,0,406
173,1246,B1,SC,5,1,0.19,1,0,0,14,0.14,0.26,0.02,0.3,0.3,0.19,0.05,0.03,0,0,407
174,1034,B1,CL,1,2,0.23,1,0,1,9,0.16,0.31,0.01,0.39,0.38,0.19,0.03,0.01,0,0,408
174,1035,B1,CL,1,2,0.3,1,0,0,3,0.17,0.32,0.01,0.4,0.39,0.19,0.03,0.02,0,0,409
174,1036,B1,CL,1,2,0.33,1,0,1,9,0.17,0.33,0.01,0.41,0.4,0.2,0.03,0.01,0,0,410
174,1038,B1,CL,1,2,0.3,0,0,1,6,0.17,0.33,0.01,0.45,0.4,0.16,0.02,0.01,0,0,411
174,1039,B1,CL,1,2,0.35,1,0,0,5,0.16,0.31,0.01,0.4,0.39,0.18,0.02,0.01,0,0,412
174,1040,B1,CL,1,2,0.32,1,0,1,6,0.17,0.34,0.01,0.42,0.41,0.19,0.03,0.01,0,0,413
174,1041,B1,CL,1,2,0.41,0,0,1,6,0.18,0.34,0.01,0.43,0.41,0.19,0.02,0.01,0,0,414
174,1044,B1,CL,1,2,0.29,0,0,0,5,0.19,0.36,0.02,0.45,0.42,0.22,0.04,0.02,0,0,415
174,1045,B1,CL,1,2,0.24,1,0,0,6,0.16,0.31,0.01,0.39,0.36,0.19,0.03,0.02,0,0,416
